event_index,malicious,detection,event_time,title,description,remediation_actions,attack_simulation
57,False,,2025-03-05T20:00:02Z,GetSecretValue Event,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. Although the responseElements is null indicating success, this access is allowed only by AWSService user as per false positive rules, so this event is considered non-malicious.",,True
59,False,,2025-03-05T18:00:02Z,GetSecretValue API call on secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager. However, the responseElements is null indicating a successful access. According to the rules, secretPassword access is allowed only by AWSService user, but this event alone is not considered malicious without further context.",,True
61,False,,2025-03-05T04:00:02Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully at 04:00 UTC. Access was successful but the user is not an AWSService user, which is typically allowed for accessing secretPassword. This event is not flagged as malicious based on current rules and user identity.",,True
62,False,,2025-03-05T19:00:02Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully at 19:00 UTC. Access was successful but the user is not an AWSService user, which is typically allowed for accessing secretPassword. This event is not flagged as malicious based on current rules and user identity.",,True
64,False,,2025-03-05T05:00:02Z,GetSecretValue Accessed,An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This is not considered malicious as the user is not AWSService and no indication of unauthorized access.,,True
65,False,,2025-03-05T15:00:02Z,GetSecretValue Accessed,An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This is not considered malicious as the user is not AWSService and no indication of unauthorized access.,,True
68,False,,2025-03-05T22:00:02Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful, but the user is not AWSService. According to false positives, only AWSService user can access secretPassword. This access by IAMUser HarunG1 might be suspicious but not confirmed malicious without further context.",,True
71,False,,2025-03-05T07:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager at 07:00 UTC, which is outside the usual working hours (08:00-23:00). However, the user is not AWSService type, but the responseElements is null indicating successful access. According to the rules, only AWSService user can access secretPassword without being malicious. This access is suspicious due to timing but does not match the CredentialsFromPasswordStores exception. Further monitoring recommended.",Verify the legitimacy of this access by contacting the user. Review IAM policies and access logs for unusual activity. Consider rotating the secretPassword and enhancing monitoring and alerting for secret access outside usual hours.,True
73,False,,2025-03-02T03:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, indicating successful access. However, only AWSService users are allowed to access this secret, so this event is not flagged as malicious based on the current rules.",,True
77,False,,2025-03-02T04:00:03Z,GetSecretValue Access Attempt,"An IAM user 'HarunG1' accessed the secret 'secretPassword' with a successful response (responseElements is null). However, only AWSService users are allowed to access this secret without it being considered malicious. Since the user is an IAMUser and not AWSService, this could be suspicious but no other malicious activity is detected in history to confirm.",,True
78,False,,2025-03-02T22:00:02Z,GetSecretValue Access Attempt,"An IAM user 'HarunG1' accessed the secret 'secretPassword' with a successful response (responseElements is null). Although only AWSService users are allowed to access this secret without it being considered malicious, this access occurred within usual working hours (08:00 to 23:00), so it is not flagged as malicious.",,True
81,False,,2025-03-02T06:00:02Z,GetSecretValue from Secrets Manager,"An IAM user HarunG1 accessed the secret 'secretPassword'. The responseElements is null, indicating a successful retrieval. However, access to 'secretPassword' is allowed only by AWSService user, so this access by IAM user is unusual but not classified as malicious by current rules.",,True
83,False,,2025-03-02T09:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. This is allowed only for AWSService user, so this access is suspicious and should be reviewed for potential misuse.",,True
85,False,,2025-03-02T20:00:02Z,GetSecretValue Access to secretPassword,"An IAMUser 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, secretPassword access is allowed only by AWSService user, but this was done by an IAMUser, which is unusual but not flagged as malicious by given rules.",,True
86,False,,2025-03-02T11:00:03Z,GetSecretValue Access to secretPassword,"An IAMUser 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positives, secretPassword access is allowed only by AWSService user, but this was done by an IAMUser, which is unusual but not flagged as malicious by given rules.",,True
88,False,,2025-03-02T00:00:02Z,GetSecretValue for secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful (responseElements is null). However, the access was performed by an IAM user, not AWSService user, which is unusual but not flagged as malicious by the rules.",,True
92,False,,2025-03-02T15:00:02Z,GetSecretValue called on secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager. Although the responseElements is null indicating success, this access is allowed only by AWSService users, so this activity should be monitored but is not flagged as malicious currently.",,True
94,False,,2025-03-02T19:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This is allowed only for AWSService users, so this access might be suspicious but not confirmed malicious without further context.",,True
95,False,,2025-03-02T08:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully during usual working hours. Although normally only AWSService users should access this secret, this event is not considered malicious based on time and user type.",,True
99,False,,2025-03-07T01:00:02Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. According to false positives, access to 'secretPassword' is allowed only by AWSService user, but this access was made by an IAM user, which might be unusual but not flagged as malicious by the given rules.",,True
102,False,,2025-03-07T21:00:02Z,GetSecretValue API Call,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. However, only AWSService users are allowed to access this secret, so this access is not authorized and potentially suspicious.",,True
105,False,,2025-03-07T05:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. The responseElements is null, indicating the access was successful. However, access to 'secretPassword' is only allowed by AWSService users, so this may be suspicious but not confirmed malicious without further context.",,True
107,False,,2025-03-07T02:00:02Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful by IAM user HarunG1. According to false positives, secretPassword can be accessed only by AWSService user, but this event is by IAMUser, which might require further investigation but not flagged as malicious by current rules.",,True
108,False,,2025-03-07T22:00:02Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful by IAM user HarunG1. According to false positives, secretPassword can be accessed only by AWSService user, but this event is by IAMUser, which might require further investigation but not flagged as malicious by current rules.",,True
110,False,,2025-03-07T16:00:02Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. This is allowed only for AWSService users, but the user is IAMUser. However, no evidence of malicious activity is found from history. This access might be unusual and should be monitored.",,True
112,False,,2025-03-07T18:00:02Z,GetSecretValue API call,"An IAM user 'HarunG1' successfully accessed the secret 'secretPassword'. However, only AWSService users are allowed to access this secret, so this access is suspicious but not confirmed malicious by the current rules.",,True
114,False,,2025-03-07T23:00:02Z,GetSecretValue event for secretPassword,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. According to false positives, only AWSService users are allowed to access 'secretPassword' so this access by IAMUser is unusual but not marked malicious by rules.",,True
116,False,,2025-03-07T19:00:02Z,GetSecretValue for secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. According to false positives, only AWSService users are allowed to access secretPassword, so this access by an IAM user is unusual but not marked as malicious without further context.",,True
118,False,,2025-03-07T15:00:02Z,GetSecretValue on secretPassword,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. According to the rules, only AWSService users are allowed to access this secret. Since this user is an IAMUser, this activity is suspicious but not flagged as malicious without further context.",,True
120,False,,2025-03-08T04:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully at 04:00:02 UTC. According to false positives, only AWSService user should access secretPassword, so this access may need further investigation but is not flagged as malicious by current rules.",,True
122,False,,2025-03-08T23:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager with a successful response (responseElements is null). However, only AWSService users are allowed to access this secret, so this access by an IAM user is unusual and should be investigated further.",,True
125,False,,2025-03-08T12:00:02Z,GetSecretValue called on secretPassword,"The secret value 'secretPassword' was accessed by user HarunG1. Although the responseElements is null indicating success, access to 'secretPassword' is allowed only by AWSService user. Since the user is IAMUser HarunG1, this may require further investigation but is not flagged as malicious based on current rules.",,True
127,False,,2025-03-08T03:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' at 03:00:02 UTC. Although the access was successful (responseElements is null), only AWSService users are allowed to access this secret, so this access might require review.",,True
129,False,,2025-03-08T09:00:02Z,GetSecretValue on secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. Although the responseElements is null indicating success, this access is allowed only by AWSService user as per false positive exceptions, so this event is not considered malicious here.",,True
131,False,,2025-03-08T16:00:02Z,GetSecretValue event for secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager. According to false positives, secretPassword can be accessed only by AWSService user, so this access is unusual but not confirmed malicious without further context.",,True
133,False,,2025-03-08T21:00:02Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value stored in secrets manager was performed successfully by IAM user HarunG1. According to false positives, secretPassword value can be accessible only by AWSService user, so this access is unusual but not flagged as malicious by the rules.",,True
134,False,,2025-03-08T10:00:02Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value stored in secrets manager was performed successfully by IAM user HarunG1. According to false positives, secretPassword value can be accessible only by AWSService user, so this access is unusual but not flagged as malicious by the rules.",,True
136,False,,2025-03-08T20:00:02Z,GetSecretValue Access Attempt,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. Although the responseElements is null indicating success, the user type is not AWSService, which is unusual but not flagged as malicious by the current rules.",,True
137,False,,2025-03-08T11:00:02Z,GetSecretValue Access Attempt,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager successfully (responseElements is null). Although this is a sensitive access, the user is not AWSService type which is allowed to access secretPassword, so this event is not flagged as malicious by current rules.",,True
138,False,,2025-03-08T08:00:02Z,GetSecretValue Access Attempt,An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager successfully (responseElements is null). This access occurred within usual working hours and is not flagged as malicious by current rules.,,True
139,False,,2025-03-08T19:00:02Z,GetSecretValue Access Attempt,An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager successfully (responseElements is null). This access occurred within usual working hours and is not flagged as malicious by current rules.,,True
141,False,,2025-03-08T01:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value stored in Secrets Manager. Although responseElements is null indicating success, the user is not AWSService so this access is unusual but not flagged as malicious by rules.",,True
142,False,,2025-03-08T07:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value stored in Secrets Manager successfully. Although the responseElements is null indicating success, the user is not AWSService, so this access is unusual but not flagged as malicious by the rules.",,True
143,False,,2025-03-08T18:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value stored in Secrets Manager successfully. Although the responseElements is null indicating success, the user is not AWSService, so this access is unusual but not flagged as malicious by the rules.",,True
146,False,,2025-03-01T09:00:02Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager successfully. According to false positive rules, only AWSService users are allowed to access this secret, so this activity is not considered malicious but should be monitored.",,True
148,False,,2025-03-01T19:00:03Z,GetSecretValue Access,"Access to secretPassword value in Secrets Manager was successful but performed by IAMUser HarunG1, not AWSService user. According to false positive rules, secretPassword access is only allowed by AWSService user, so this could be suspicious but not confirmed malicious without further context.",,True
150,False,,2025-03-01T11:00:02Z,GetSecretValue Access to secretPassword,"The IAM user HarunG1 accessed the secretPassword value in AWS Secrets Manager successfully. According to the false positive rules, secretPassword value can be accessed by AWSService user. Since this is an IAMUser and not an AWSService user, this event is suspicious but not flagged as malicious without additional context.",,True
153,False,,2025-03-01T01:00:02Z,GetSecretValue Access for secretPassword,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully at 01:00:02 UTC. According to the rules, only AWSService user is allowed to access 'secretPassword', so this access might be suspicious but is not flagged as malicious without additional context.",,True
155,False,,2025-03-01T00:00:02Z,GetSecretValue called for secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. Since only AWSService users are allowed to access secretPassword, this access by a normal IAM user is unusual and potentially suspicious, but according to the false positive rule, only AWSService user access is allowed. However, no prior malicious activity was detected in history, so this event is not flagged as malicious by itself.",,True
158,False,,2025-03-01T20:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. The responseElements is null, which indicates a successful access. However, only AWSService users are allowed to access this secret, so this access by an IAM user is suspicious but not flagged as malicious by the current rules.",,True
163,False,,2025-03-01T08:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positive rules, only AWSService users are allowed to access secretPassword, so this access by a normal IAM user is suspicious but not marked malicious by the current rule set.",,True
164,False,,2025-03-01T21:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positive rules, only AWSService users are allowed to access secretPassword, so this access by a normal IAM user is suspicious but not marked malicious by the current rule set.",,True
168,False,,2025-03-06T12:00:02Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' successfully accessed the secret value 'secretPassword' from AWS Secrets Manager. This is allowed only if the user is AWSService, but here it is an IAM user, which might be suspicious but not flagged as malicious under current rules.",,True
171,False,,2025-03-06T15:00:02Z,GetSecretValue Access to secretPassword,"Access to secretPassword value in Secrets Manager was performed successfully by IAM user HarunG1. According to false positives, only AWSService users are allowed to access secretPassword, so this access by IAM user is suspicious but not confirmed malicious without further context.",,True
173,False,,2025-03-06T06:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secretPassword value in AWS Secrets Manager. Although the responseElements is null indicating success, this access is allowed only by AWSService users, so this event is suspicious but not confirmed malicious without further context.",,True
177,False,,2025-03-06T00:00:03Z,GetSecretValue Access Attempt,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. According to false positives, secretPassword access is allowed only by AWSService user, so this access is unusual but not flagged as malicious based on current event alone.",,True
179,False,,2025-03-06T01:00:02Z,GetSecretValue Access to secretPassword,"The secretPassword value was accessed successfully by IAM user HarunG1. However, only AWSService users are allowed to access secretPassword, so this could be suspicious and needs monitoring for further related activities.",,True
181,False,,2025-03-06T10:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. This is allowed only for AWSService users, so this activity should be reviewed further.",,True
183,False,,2025-03-06T20:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully using GetSecretValue API. This access is allowed only by AWSService user for this secret, so this might be unusual but not flagged as malicious by the given rules.",,True
184,False,,2025-03-06T11:00:02Z,Access to secretPassword in Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully using GetSecretValue API. Although the secret is usually accessible only by AWSService user, this event alone is not flagged as malicious by the given rules.",,True
186,False,,2025-03-06T14:00:02Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secretPassword value from Secrets Manager. Although the responseElements is null indicating success, this access is allowed only for AWSService users. Since the user is an IAMUser and not AWSService, this event should be monitored closely for potential misuse.",,True
188,False,,2025-03-06T21:00:02Z,GetSecretValue Access,"User HarunG1 accessed the secret value 'secretPassword'. According to the rules, this is only allowed for AWSService users, but the user is an IAMUser. However, no immediate maliciousness is confirmed without other related events.",,True
190,False,,2025-03-06T08:00:02Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful (responseElements is null). However, the user is IAMUser 'HarunG1' and not AWSService, so this access might be suspicious but not confirmed malicious by the given rules and false positive exceptions.",,True
192,False,,2025-02-20T06:00:04Z,GetSecretValue event for secretPassword,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. The responseElements is null, indicating a successful access. However, only AWSService users are allowed to access this secret, so this access might be suspicious but not confirmed malicious without further context.",,True
195,False,,2025-02-20T22:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully (responseElements is null). However, access to 'secretPassword' is allowed only by AWSService users, so this access by an IAM user is suspicious but not flagged as malicious by the current rules.",,True
197,False,,2025-02-20T23:00:03Z,GetSecretValue Access on secretPassword,"An IAM user 'HarunG1' accessed the 'secretPassword' secret in Secrets Manager successfully. According to false positives, this secret can be accessed only by AWSService user, but the current user is IAMUser, which may require further investigation but is not flagged as malicious under current rules.",,True
199,False,,2025-02-20T02:00:03Z,GetSecretValue Access on secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager successfully. According to false positives, only AWSService user is allowed to access this secret, so this access by IAMUser is suspicious but not flagged as malicious by current rules.",,True
204,False,,2025-02-20T19:00:03Z,GetSecretValue Access to secretPassword,"Access to 'secretPassword' value in Secrets Manager was successful (responseElements is null), but the user is an IAMUser (not AWSService), which might be suspicious. However, according to false positives, only AWSService user is allowed to access secretPassword. This access by IAMUser is suspicious but not flagged as malicious by rule. Further monitoring recommended.",,True
206,False,,2025-02-20T12:00:04Z,Secret Access Attempt,"An IAM user 'HarunG1' accessed the secret 'secretPassword' in Secrets Manager. According to false positives, only AWSService users accessing this secret is allowed, so this access by IAM user is suspicious but not confirmed malicious without additional context.",,True
208,False,,2025-02-20T08:00:04Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager. According to false positives, only AWSService users can access secretPassword values without being malicious. This IAM user access is unusual but not confirmed malicious based on current history and rules.",,True
210,False,,2025-02-20T09:00:05Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret 'secretPassword'. The responseElements is null, indicating successful access. However, only AWSService users are allowed to access 'secretPassword'. Since the user is an IAMUser, this access is suspicious and potentially malicious.",,True
212,False,,2025-02-20T11:00:03Z,GetSecretValue API Call,"An IAM user HarunG1 accessed the secret value 'secretPassword' in Secrets Manager. The responseElements is null, indicating a successful retrieval. However, only AWSService users are allowed to access 'secretPassword' value, so this access by an IAM user is suspicious and potentially malicious.",,True
214,False,,2025-02-20T05:00:05Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService users are allowed to access 'secretPassword', so this access by an IAMUser is unusual but not flagged as malicious by the given rules.",,True
217,False,,2025-02-18T12:00:04Z,GetSecretValue event for secretPassword,"The secretPassword value was accessed successfully by IAM user HarunG1. This is not malicious because only AWSService user is allowed to access secretPassword and this event was performed by an IAM user, which is unusual but not flagged as malicious without further context.",,True
222,False,,2025-02-18T14:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager. Although the responseElements is null indicating a successful access, the user is not an AWSService user, which is the only allowed entity to access this secret. This activity should be reviewed but is not flagged as malicious based on current rules and false positives.",,True
225,False,,2025-02-18T07:00:04Z,GetSecretValue call for secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' at 07:00 UTC. Although the responseElements is null indicating success, this is not considered malicious because only AWSService users are allowed to access 'secretPassword' value, and this user is an IAMUser, so it might require further investigation but not flagged as malicious by rule.",,True
226,False,,2025-02-18T08:00:05Z,GetSecretValue call for secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' at 08:00 UTC. The responseElements is null indicating success. However, only AWSService users are allowed to access 'secretPassword', so this access by an IAMUser is unusual but not flagged as malicious by the current rules.",,True
228,False,,2025-02-18T04:00:04Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully. According to false positive rules, only AWSService users can access 'secretPassword', so this access might be suspicious but is not flagged malicious by current rules without more context.",,True
230,False,,2025-02-18T02:00:04Z,GetSecretValue API Call,"An IAM user 'HarunG1' successfully accessed the secret value 'secretPassword'. This access is allowed only for AWSService users, so this event might require further investigation but is not flagged as malicious based on current rules.",,True
231,False,,2025-02-18T09:00:03Z,GetSecretValue API Call,"An IAM user 'HarunG1' successfully accessed the secret value 'secretPassword'. Although the responseElements is null indicating success, access to 'secretPassword' is typically restricted to AWSService users. This event is not flagged as malicious based on current rules but should be monitored for unusual access patterns.",,True
233,False,,2025-02-18T00:00:03Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword'. Although the access was successful (responseElements is null), this is only allowed for AWSService user type. Since the user is IAMUser, this access is unusual but not confirmed malicious based on current information.",,True
235,False,,2025-02-18T15:00:04Z,GetSecretValue from Secrets Manager,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' successfully (responseElements is null). However, only AWSService users are allowed to access this secret value, so this access by an IAM user is unusual but not flagged as malicious by the current rules.",,True
237,False,,2025-02-18T05:00:04Z,GetSecretValue Access to secretPassword,"An IAM user HarunG1 accessed the secret value 'secretPassword' successfully. According to false positives, only AWSService users are allowed to access secretPassword. This access by IAMUser is unusual but not flagged as malicious by the detection rules.",,True
239,False,,2025-02-18T11:00:04Z,GetSecretValue Event,"An IAM user 'HarunG1' accessed the secret 'secretPassword' successfully. However, only AWSService users are allowed to access this secret without triggering an alert, so this access is considered non-malicious for now.",,True
241,False,,2025-02-27T09:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. This is allowed only for AWSService users, but the user is IAMUser. However, no other suspicious activity is detected in history, so the event is not marked malicious now.",,True
245,False,,2025-02-27T03:00:02Z,GetSecretValue event for secretPassword,"An IAM user HarunG1 accessed the secretPassword value in Secrets Manager successfully. However, only AWSService users are allowed to access secretPassword per false positive rule, so this could be suspicious but not confirmed malicious without further context.",,True
248,False,,2025-02-27T20:00:02Z,GetSecretValue Access to secretPassword,"An IAM user 'HarunG1' accessed the secret value 'secretPassword' in Secrets Manager successfully. According to the false positives, secretPassword value can be accessible only by AWSService user, but this access was by an IAM user, which is unusual but not flagged as malicious by the rules.",,True
